"Wheat","Oats","Barley","Flax","Canola"
5.57405406257359,2.84593141586291,3.77137713683289,13.5954628598945,12.0484089007601
5.51288114864124,2.84332697204966,3.72497387713379,13.7128950817538,12.0687945880282
5.52308876187145,2.87663800392211,3.7502476238299,13.7808189680994,12.0512300285022
5.56309500462475,2.90732473338522,3.70313389276475,13.7846796105115,12.1222360710088
5.51106891518853,2.92272895116868,3.64340728799661,13.6060406166065,12.2289273414742
5.66878445267312,2.99802901743966,3.64232705698498,13.4529341437644,12.215631812148
5.61361994750183,3.00140483487568,3.56184833344135,13.5428178872039,12.1285908814121
5.63868931943968,3.0436335959034,3.61393349016555,13.6189331437901,12.2298254826539
5.66457514363671,3.01656321156706,3.66436109498358,13.547670981947,12.1006362444991
5.74694196348289,3.03174632365418,3.72808754608196,13.742797345502,12.042458692883
5.75820815335446,3.04365153981655,3.69786224719656,13.6859610808732,12.0794734612943
5.59508273402663,3.07066140307485,3.72177629034997,13.8628780982709,12.1258378381079
5.56337753291644,3.09251697192148,3.72119809679844,13.8916117408726,12.1507551078064
5.51881514472731,3.15037186449824,3.74015474554578,13.7388288901047,12.2056078610798
5.58447006488124,3.10791002974354,3.77929795547989,13.8396535987608,12.2606055012929
5.51378433856124,3.08936923488538,3.72402233990796,13.8930845801822,12.1799528234992
5.59111126686836,3.07839488906779,3.72826723385317,13.9306633962543,12.3067458419066
5.62093180236297,3.13171620351097,3.83448560443901,14.0195236553314,12.4100857024504
5.52303294473134,3.09106042295546,3.79526731712443,13.8314359650483,12.5581970759057
5.49795712378027,3.03811759751959,3.76263740239482,13.9421107721899,12.8614206440754
5.43157705708428,3.03965681453158,3.75139440319372,13.7152523784394,13.1075121049935
5.3084659615676,3.11134858358965,3.70159946057306,13.8443809184327,13.0581220839134
5.36278676148206,3.15152615890106,3.69222817750148,13.8482276723625,13.1664140201362
5.494011607687,3.17163463190517,3.59778862717115,14.0276346478471,13.1171750309344
5.6322835500196,3.1481825148026,3.63425265910996,13.7590917720841,12.9107595470347
5.47380317077039,3.13986748402321,3.60331661675356,13.8047784315583,12.7985586059311
5.51586624243614,3.12338996209939,3.61711579949463,14.1454894567139,12.7952005964131
5.46302959533981,3.12604866281566,3.65227540657801,13.8236706851808,12.9556985566175
5.41140564187009,3.09173776514985,3.64243113349386,13.555008636667,13.2319209481883
5.4259188595941,3.16224215448806,3.69190161557303,13.4812024444201,13.1365207297205
5.35766725988988,3.20214246120193,3.69348937710302,13.4624131138515,13.0827699639089
5.17403603451082,3.23105827700512,3.74919320872413,13.6291518227927,13.1998763217346
5.00866548639071,3.15940243000049,3.74142082659235,13.5692508343574,13.2356181984025
4.8812789393371,3.2095278224489,3.72016658570785,13.5262432946026,13.2288469914072
4.86251593904427,3.2481129923389,3.68558925053855,13.3700210137153,13.2220435670075
4.82577855965902,3.23877823937423,3.7354583562346,13.2915131601604,13.2269617510789
4.85095085020329,3.17719636345206,3.7170086466821,13.4347183140208,13.2579691311701
4.97792771623082,3.15621775165488,3.73788495927051,13.3356306974895,13.386074240173
4.84077313197275,3.14458214701065,3.7366251113864,13.3578165956481,13.635229333605
4.83949109184945,3.17565717081615,3.69759117721441,13.4761500522961,13.6843063055292
4.75461126819025,3.13773675396185,3.68328606422034,13.5979027855801,13.9481964539858
4.93256729686094,3.19888994096677,3.75383169691079,13.769919028955,13.8856089423934
5.01518086966593,3.18272968287309,3.75792073357371,13.7255299478597,13.907651072207
4.94225439123246,3.23093684115006,3.77374615570307,13.6602137182693,13.7075740007141
4.87679022685762,3.2347376679593,3.73451849745918,13.728478688247,13.5037079280362
4.76587609892361,3.29580616837463,3.77765778509507,13.6240379227601,13.5359400372453
4.87203977260117,3.28410591164283,3.80555461362239,13.6793461182922,13.3676602103836
4.82941360368048,3.26040958755576,3.77310972491714,13.7056647463421,13.666064459715
4.78596622937339,3.28464381653777,3.83668183385756,13.7163748698199,13.4846752867997
4.88460779460332,3.36679196016925,3.86592683762854,13.6971341526436,13.5449814939867
4.92663782023199,3.40323049837628,3.8168744953634,13.379444338066,13.5451864436944
4.77700777468383,3.45401568843934,3.93028282348196,13.5606075986273,13.6500240942316
4.77366307915988,3.43294441783759,3.97109643436366,13.5358815737881,13.5123042426763
4.74803076082215,3.43270806155489,3.91962934525772,13.5478830885354,13.3358105271007
4.79859875888149,3.40018422371728,3.89158421639699,13.2939381610654,13.4372321509333
4.77837333424801,3.38361609570437,3.91864619148271,13.2900772542695,13.357596970582
4.72730212071767,3.41298202130262,3.98008218733388,13.0801707688046,13.4286627930846
4.66695540408258,3.42941915272135,3.95589794064626,13.0610942990518,13.582100305644
4.51078269532318,3.44077395225912,3.93699943829387,13.0628047154919,13.4500863599639
4.67725157115338,3.55288707986612,3.9579163689084,13.0898773857075,13.3331125891239
4.66694267386404,3.59377199361303,3.97096833659352,13.2364221362098,13.2554457010674
4.76574345544872,3.61982848111967,3.96321921396447,13.4590336019958,13.2557687027536
4.72509995475737,3.57327177257906,3.94302731712321,13.3860932634386,13.2012945681847
4.6080699540982,3.51747562596871,3.91255699291188,13.6587514817992,13.0522094855676
4.65107668055411,3.51624794764746,3.94130193007203,13.6842223591314,13.0641883091537
4.78523173515491,3.56707689685796,3.90915089500787,13.7268108534287,13.0580225017256
4.71932217985527,3.57742044282169,3.92349174050854,13.5969397585586,13.0495299739305
4.60217463505121,3.59056155851101,3.88227195075483,13.7539392217078,13.1965247209238
4.56555380056992,3.66398663892526,3.98639338705092,13.9749892304702,13.0664578572652
4.65885671977553,3.72348312010881,3.9709908362091,14.1050132226763,12.9574160623613
4.65551992086216,3.60059866463857,3.98323190513339,14.1475523532647,12.9218022407379
4.71339276341972,3.67023528197406,3.93890062266086,14.0720228728353,12.709020189923
4.79152971613285,3.72879922560544,3.90299094754749,14.1833057534824,12.5148296831851
4.61726862676768,3.69855195267657,3.9248367030691,14.2817315925688,12.6275716152792
4.5164537665391,3.67397355619639,3.96882567342049,14.2030230964195,12.5684012218508
4.45039302889117,3.67621807092048,4.01468315665777,14.1598025893879,12.5742287919738
4.39340950705886,3.6238203718165,4.11155357920024,14.2224498402848,12.6523792332048
4.44987479394091,3.6774227716247,4.07322577255756,14.4328196501752,12.4728795371914
4.41729644860285,3.64992351374737,4.03533320721317,14.6718240505854,12.5599935946361
4.34724312545176,3.66409782724881,4.07803504776883,14.8976938002493,12.6314536024853
4.30389802163742,3.70550558622129,4.05065491176187,14.897708092294,12.4552641854452
4.23416754281234,3.68157371570132,4.017737179523,14.6753310404042,12.3375486459468
4.25494602368729,3.72818840525369,3.95413374181903,14.4613016431335,12.4899974706549
4.0904282323587,3.6481436763503,3.97684496532875,14.4442314512897,12.4034660263558
4.02876495346962,3.69110330660111,3.96185990704806,14.8552330668903,12.4181385558665
3.91149113897298,3.70989203648284,3.99190760141284,14.7381003961764,12.489542433591
3.87085725794407,3.71079304472421,3.92647148942766,14.7584366087138,12.3916190025292
3.89007019514176,3.83059366940416,3.91297669437104,15.0346017796697,12.3176027239622
3.85791717592262,3.75257546088507,3.90086640028645,15.1439856626405,12.2784005603103
3.8086037038829,3.78456028883374,3.89107526084653,15.1048832137308,12.2197835720981
3.86664314473961,3.80987796680701,3.98115898988477,14.9758378191696,12.3449161337532
3.91897570173002,3.85809812581673,4.05064930846314,14.9128871457911,12.3218520273522
3.80367927265936,3.87359295252873,4.08165156055953,15.027892035503,12.3390986114504
3.82755595744214,3.79119768864454,4.16380454709712,14.8940068831284,12.3088356635801
3.88688742094048,3.7580722370517,4.14290021670861,15.0041530262624,12.1522664070515
3.84557816394118,3.69748295365218,4.07980842771821,15.0755084825086,12.1750931109984
3.87653867441476,3.69930398754546,4.08703021156467,15.0194714265172,11.98004305429
3.74604759970141,3.74504759706075,4.09385763562945,15.2674163012956,12.081042814661
3.78176720380381,3.76822284791282,4.09857676702864,14.9836025357601,12.0791625050875
3.82344054100713,3.76245480294528,4.02271761369613,14.7652769848147,12.1048855778661
3.81056129189432,3.70475041505902,3.98970248050352,14.8169561650794,12.2355759524541
3.88011086315144,3.68258370045306,3.94194686468893,15.1248283793621,12.1696480444725
3.85497577936187,3.58267448602349,3.91368487811706,15.0048522066466,12.0632379099775
3.93551345544699,3.61685528546586,3.9351041492445,14.8173369848008,12.0989826849356
3.92736388866106,3.53913180332414,3.95826818813271,14.7928589159549,12.0608379274113
3.96089033626727,3.47512716594115,3.87533954170724,14.4088020287074,12.0257533242332
3.98077679448146,3.45506125988401,3.84966977634293,14.2048614456246,12.2569667577791
